token,vabamorf,is_pronoun
Teiseni,True,True
Teises,True,True
Teiseski,True,True
Teisesse,True,True
Teisest,True,True
Teisestki,True,True
Teisi,True,True
Teisi-,True,True
Teisigi,True,True
Teisisõnu-mida,True,False
Teisse,True,True
Teist,True,True
Teist-,True,True
Teiste,True,True
Teistega,True,True
Teistegi,True,True
Teisteks,True,True
Teistel,True,True
Teistele,True,True
Teistelegi,True,True
Teistelgi,True,True
Teistelt,True,True
Teisteltki,True,True
Teistena,True,True
Teisteni,True,True
Teistes,True,True
Teisteski,True,True
Teistesse,True,True
Teistessegi,True,True
Teistest,True,True
Teistestki,True,True
Teistki,True,True
Teistsugune,True,True
Teistsuguse,True,True
Teistsugused,True,True
Teistsugusega,True,True
Teistsuguseid,True,True
Teistsuguseks,True,True
Teistsugusel,True,True
Teistsugusele,True,True
Teistsugusena,True,True
Teistsuguses,True,True
Teistsugusesse,True,True
Teistsugusest,True,True
Teistsugust,True,True
Teistsuguste,True,True
Teistsugustele,True,True
Teistsugustes,True,True
Teistsugustest,True,True
Tema,True,True
Tema-,True,True
Tema-taolised,True,True
Tema-taolisi,True,False
Temaga,True,True
Temagagi,True,True
Temagi,True,True
Temake,True,True
Temakese,True,True
Temakesega,True,True
Temakesel,True,True
Temakesele,True,True
Temakest,True,True
Temaks,True,True
Temal,True,True
Temale,True,True
Temalegi,True,True
Temalgi,True,True
Temalt,True,True
Temaltki,True,True
Temana,True,True
Temani,True,True
Temas,True,True
Temaski,True,True
Temasse,True,True
Temast,True,True
Temastki,True,True
Temasugune,True,True
Temasuguse,True,True
Temasugused,True,True
Temasuguseid,True,True
Temasugusel,True,True
Temasugusele,True,True
Temasuguselt,True,True
Temasugusest,True,True
Temasugust,True,True
Temasuguste,True,True
Temasugustega,True,True
Temasugustel,True,True
Temasugustele,True,True
Temasugustelt,True,True
Temata,True,True
Temataolise,True,True
Temataolised,True,True
Temataolisi,True,True
Temataolist,True,True
Temataolistest,True,True
Tere-sa,True,False
Terminaatori-taolise,True,False
Texase-taolises,True,False
Tiigrituuri-taoline,True,False
Tiigrituuri-taolised,True,False
Tivoli-taolise,True,False
Toda,True,True
Todagi,True,True
Todasama,True,True
Tol,True,True
Tolgi,True,True
Tolle,True,True
Tollega,True,True
Tollegagi,True,True
Tollegi,True,True
Tolleks,True,True
Tollel,True,True
Tollele,True,True
Tollelgi,True,True
Tollelsamal,True,True
Tollelt,True,True
Tolles,True,True
Tollesama,True,True
Tolleski,True,True
Tollessamas,True,True
Tollesse,True,True
Tollessegi,True,True
Tollest,True,True
Tollestsamast,True,True
Tolsamal,True,True
Tont-teab-mis,True,True
Too,True,True
Too-,True,True
Toogi,True,True
Toonekure-taolise,True,False
Toosama,True,True
Tootsi-taolised,True,False
Tosse,True,True
Tost,True,True
Toyotale-nad,True,False
Treeni-me,True,False
Tuhkagi-kõige,True,False
Tule-mus,True,False
Tunguusi-taolist,True,False
Tähekese-taolist,True,False
Täna-seks,True,False
Tänavu-seks,True,False
Töö-ta-su,True,False
Türgi-taolise,True,False
Türgi-taolist,True,False
Tšernobõli-taolisel,True,False
Tšernobõli-taolisi,True,False
Ukraina-taolist,True,False
Ukraina-taolistes,True,False
Ungari-taolistele,True,False
Urmi-taoline,True,False
Uuta-muuta,True,False
Va-nad,True,False
Va-nemad,True,False
Vaat-mis,True,False
Valga-taolise,True,False
Valga-taolisele,True,False
Valga-taolises,True,False
Valge-must,True,False
Valgjärve-taolises,True,False
Valka-taolises,True,False
Vanadusnõtru-ses,True,False
Varblase-taolisest,True,False
Vastu-seks,True,False
Vatikani-taolise,True,False
Vello-taolised,True,False
Vene-6-endast,True,False
Venemaa-taoline,True,False
Vera-taolised,True,False
Veski-taolist,True,False
Vestase-taoliste,True,False
Viha-koba-mis,True,False
Vihula-taolisest,True,False
Vii-ma-sel,True,False
Viima-sel,True,False
Viis-teist,True,False
Viisi-me,True,False
Viisitamme-taoliste,True,False
Viktori-taoline,True,False
Viktori-taolised,True,False
Viktori-taolisi,True,False
Viljandi-taoline,True,False
Vilniuse-taolisel,True,False
Virtuaal-seks,True,False
Viru-Nigula-taoline,True,False
Vormel-ühe,True,False
Vormel-ühes,True,False
Vormel-üks,True,False
Väli-taolistele,True,False
Väljajäämi-sest,True,False
Võhma-Kõo-Kabala-mõned,True,False
Võhma-taolistes,True,False
Või-mul,True,True
Võim-samad,True,False
Võiroosi-taolisel,True,False
Võitja-võtab-kõik,True,False
Võõrkeel-te,True,False
W-ME,True,False
X-iga,True,False
Y-iga,True,False
Z-iga,True,False
a-TE,True,False
a-palju,True,False
aam-milline,True,False
aas-tal,True,False
aas-tas,True,False
aas-tasse,True,False
aas-tast,True,False
aasta-teise,True,False
aastaga-sellest,True,False
aastakese-teise,True,False
aastaring-selt,True,False
absoluutselt-mitte-midagi,True,False
ae-sinu,True,False
aerosooli-ta,True,False
ah-mis-nüüd-mina,True,False
ai-mu,True,False
ai-neid,True,False
ai-ta-ma,True,False
ai-tas,True,False
aiateibaid-see,True,False
aidsi-taolisesse,True,False
aidsi-taolist,True,False
ainu-omast,True,False
aita-end-ise,True,False
aitaks-seda,True,False
aja-me,True,False
ajada-mingi,True,False
ajastu-omast,True,False
aknast-enda,True,False
aktiiv-selt,True,False
aktiiv-sesse,True,False
alg-selt,True,False
algu-ses,True,False
algu-sesse,True,False
algu-sest,True,False
alguses-ma,True,False
alkohool-seks,True,False
allkirjas-tas,True,False
alu-seks,True,False
alu-sel,True,False
alumiinium-toda,True,False
alus-ta-ma,True,False
alus-tas,True,False
alustasin-sest,True,False
ametiala-selt,True,False
amfiteatri-taoline,True,False
analüüsivõi-me,True,False
and-ma,True,False
and-meid,True,False
and-meil,True,False
andme-te,True,False
andmevara-mu,True,False
anna-me,True,False
anna-raha-mulle,True,False
anonüüm-seks,True,False
anonüüm-ses,True,False
anonüüm-sust,True,False
anta-see,True,False
argumenteerimisel-kõigil,True,False
arsti-MEIE,True,False
arsti-meid,True,False
arstil-kellelgi,True,False
aru-saa-mu,True,False
aru-tas,True,False
aruta-ma,True,False
arutu-sel,True,False
arva-ma,True,False
arva-mus,True,False
arva-must,True,False
arvamused-kõik,True,False
arvuti-iga,True,False
ase-ta,True,False
asetu-sest,True,False
asja-omast,True,False
asjade-taolisteks,True,False
astroloogia-taolisega,True,False
asu-ma,True,False
asunikutalu-taoliseks,True,False
atmosfääri-taolist,True,False
au-tol,True,False
au-tosse,True,False
au-tost,True,False
augukesed-täitke-end,True,False
aus-tas,True,False
auto-oma,True,False
auto-taoliste,True,False
autokeskuse-taoliste,True,False
automaatne-seda,True,False
autoremondi-teha-ses,True,False
auväär-sel,True,False
ava-meel-selt,True,False
avaldada-minu,True,False
avalikus-tas,True,False
avameel-selt,True,False
avas-tas,True,False
b-palju,True,False
barbaar-sus,True,False
boikoti-taolisi,True,False
bordoo-must,True,False
bumerangi-taoline,True,False
d-ta,True,False
de-tail-selt,True,False
demonstratiiv-sel,True,False
dollari-te,True,False
domineeri-mis-,True,False
dopinguloo-taolist,True,False
dresse-tosse,True,False
duši-ta,True,False
dünamiidi-taoline,True,False
e-meil,True,False
e-meile,True,False
e-muul,True,False
e-ta,True,False
ebaau-sa,True,False
ecstasy-taolise,True,False
ecstasy-taolised,True,False
edaspidi-seks,True,False
eel-kõige,True,False
eel-sel,True,False
eelis-tas,True,False
eelisarendatava-te,True,False
eelsalvestatud-ennast,True,False
eest-see,True,False
eest-teist,True,False
eesti-setu,True,False
eestiaeg-sest,True,False
eestlased-teised,True,False
eestlaste-taolisel,True,False
eetilist-kellele,True,False
efektiiv-sust,True,False
ehi-tas,True,False
ehitu-sel,True,False
ehk-nad-ei-märka-seda,True,False
ei-keegi,True,False
ei-kellegi-oma,True,False
ei-kellekski,True,False
ei-millekski,True,False
ei-millestki,True,False
ei-mingeid,True,False
ei-tal,True,False
ei-tea-isegi-missugune,True,True
ei-tea-juba-mitmendast,True,True
ei-tea-juba-mitmes,True,True
ei-tea-keda,True,True
ei-tea-kelle,True,True
ei-tea-kellega,True,True
ei-tea-kelleks,True,True
ei-tea-kellele,True,True
ei-tea-kellelt,True,True
ei-tea-kes,True,True
ei-tea-kui-mitmendas,True,True
ei-tea-kui-mitmendat,True,True
ei-tea-kui-mitu,True,True
ei-tea-kui-palju,True,True
ei-tea-kui-paljudest,True,True
ei-tea-küll-kellele,True,True
ei-tea-küll-mida,True,True
ei-tea-mida,True,True
ei-tea-mille,True,True
ei-tea-millega,True,True
ei-tea-milleks,True,True
ei-tea-millele,True,True
ei-tea-milles,True,True
ei-tea-millest,True,True
ei-tea-millise,True,True
ei-tea-millisesse,True,True
ei-tea-milliste,True,True
ei-tea-mis,True,True
ei-tea-mis-kõik,True,True
ei-tea-mitme,True,True
ei-tea-mitmenda,True,True
ei-tea-mitmendal,True,True
ei-tea-mitmendat,True,True
ei-tea-mitmes,True,True
ei-tea-mitu,True,True
ei-tea-veel-kelle,True,True
ei-tea-veel-mis,True,True
ei-teine,True,False
eikedagi,True,True
eikeegi,True,True
eikellegagi,True,True
eikellegi,True,True
eikellekski,True,True
eikellelegi,True,True
eikellelgi,True,True
eikellestki,True,True
eile-meile,True,False
eimidagi,True,True
eimillegagi,True,True
eimillegi,True,True
eimillekski,True,True
eimillelegi,True,True
eimillelgi,True,True
eimilleski,True,True
eimillessegi,True,True
eimillestki,True,True
eimiski,True,True
ela-ma,True,False
ela-mis-,True,False
ela-mis-loa-ta,True,False
ela-mu,True,False
ela-mus,True,False
ela-musse,True,False
elamu-sest,True,False
elu-iga,True,False
elu-need,True,False
elu-see,True,False
elukindlustuse-taolise,True,False
eluni-see,True,False
emb-kumb,True,True
emba-kumba,True,True
emma-kumma,True,True
emma-kummaga,True,True
emma-kummagagi,True,True
emmaks-kummaks,True,True
emmal-kummal,True,True
emmale-kummale,True,True
emmas-kummas,True,True
emmast-kummast,True,True
en-da,False,True
en-da-ga,False,True
en-da-le,False,True
en-da-le-gi,False,True
en-dal,False,True
en-dale,False,True
en-dalt,False,True
en-das,False,True
en-dast,False,True
en-di,False,True
en-did,False,True
en-dist,False,True
en-nast,False,True
en-nastki,False,True
ena-mus,True,False
enam-kumba,True,False
end,True,True
end-kellegi-teisena,True,False
end-mina,True,False
enda,True,True
enda-,True,True
enda-le,False,True
endaga,True,True
endagagi,True,True
endagi,True,True
endaks,True,True
endal,True,True
endale,True,True
endale-,True,True
endalegi,True,True
endalgi,True,True
endalt,True,True
endaltki,True,True
endana,True,True
endani,True,True
endanigi,True,True
endas,True,True
endaski,True,True
endasse,True,True
endassegi,True,True
endast,True,True
endast-,True,True
endastki,True,True
endata,True,True
endi,True,True
endi-sel,True,False
endi-selt,True,False
endi-sest,True,False
endid,True,True
endidki,True,True
endiga,True,True
endigi,True,True
endiks,True,True
endil,True,True
endile,True,True
endile-,True,True
endilegi,True,True
endilgi,True,True
endilt,True,True
endina,True,True
endini,True,True
endis,True,True
endis-,True,True
endiski,True,True
endisse,True,True
endist,True,True
endistki,True,True
endita,True,True
endki,True,True
enese,True,True
enese-,True,True
enesega,True,True
enesegagi,True,True
enesegi,True,True
eneseks,True,True
enesel,True,True
enesele,True,True
eneselegi,True,True
eneselgi,True,True
eneselt,True,True
enesena,True,True
eneseni,True,True
eneses,True,True
eneseski,True,True
enesesse,True,True
enesesse-,True,True
enesessegi,True,True
enesest,True,True
enesest-,True,True
enesestki,True,True
eneseta,True,True
eneste,True,True
enestega,True,True
enestegagi,True,True
enestegi,True,True
enesteks,True,True
enestel,True,True
enestele,True,True
enestelegi,True,True
enestelgi,True,True
enestelt,True,True
enesteni,True,True
enestes,True,True
enesteski,True,True
enestesse,True,True
enestest,True,True
enestestki,True,True
ennast,True,True
ennast-,True,True
ennastki,True,True
enne-kõike,True,False
era-kord-selt,True,False
eri-omast,True,False
erineva-te,True,False
eriti-mitte-midagi,True,False
erootikapoe-taolise,True,False
esi-me-ne,False,True
esi-me-se,False,True
esi-me-se-na,False,True
esi-me-sed,False,True
esi-me-sel,True,True
esi-mene,False,True
esi-mes-teks,False,True
esi-mes-tel,False,True
esi-mese,False,True
esi-mesed,False,True
esi-meseks,False,True
esi-mesel,False,True
esi-mesele,False,True
esi-mesena,False,True
esi-meses,False,True
esi-mesest,False,True
esi-messe,False,True
esi-mest,False,True
esi-ta-ma,True,False
esi-tas,True,False
esime-se,False,True
esime-sed,False,True
esime-seks,False,True
esime-selt,False,True
esime-sena,False,True
esime-ses,False,True
esime-sest,False,True
esimene,True,True
esimene-,True,True
esimene-teine,True,True
esimenegi,True,True
esimes-te,False,True
esimes-teks,False,True
esimes-tel,False,True
esimes-tes,False,True
esimese,True,True
esimese-,True,True
esimese-na,False,True
esimese-teise,True,True
esimese-teisena,True,True
esimese-teises,True,False
esimesed,True,True
esimesed-,True,True
esimesed-teised,True,True
esimesedki,True,True
esimesega,True,True
esimesegagi,True,True
esimesegi,True,True
esimeseks,True,True
esimeseks-teiseks,True,True
esimesekski,True,True
esimesel,True,True
esimesel-teisel,True,True
esimesele,True,True
esimesele-teisele,True,True
esimeselegi,True,True
esimeselgi,True,True
esimeselt,True,True
esimeselt-teiselt,True,True
esimeseltki,True,True
esimesena,True,True
esimesena-mingit,True,False
esimesenagi,True,True
esimeseni,True,True
esimeses,True,True
esimeses-teises,True,True
esimeseski,True,True
esimesesse,True,True
esimesest,True,True
esimesest-teisest,True,True
esimesestki,True,True
esimeseta,True,True
esimesi,True,True
esimesigi,True,True
esimesil,True,True
esimesist,True,True
esimesse,True,True
esimesse-teise,True,True
esimessegi,True,True
esimest,True,True
esimest-,True,True
esimest-teist,True,True
esimeste,True,True
esimeste-teiste,True,True
esimestega,True,True
esimestegi,True,True
esimesteks,True,True
esimestel,True,True
esimestele,True,True
esimestele-teistele,True,True
esimestelgi,True,True
esimestelt,True,True
esimestena,True,True
esimestes,True,True
esimesteski,True,True
esimestesse,True,True
esimestest,True,True
esimestki,True,True
esinda-ma,True,False
esinda-me,True,False
esitiib-kõik,True,False
esmakord-selt,True,False
espresso-ma-sina,True,False
ette-mis,True,False
ette-mul,True,False
ettekujutu-ses,True,False
euro-omast,True,False
euro-taolise,True,False
euroopa-teiste,True,False
f-iga,True,False
flöödimängija-mina,True,False
front-end,True,False
front-endi,True,False
funktsionaal-ses,True,False
galerii-taoline,True,False
geenivaramu-taolisesse,True,False
graffiti-taolisi,True,False
gripi-taoline,True,False
gripi-taolise,True,False
h-ta,True,False
haara-ta,True,False
hai-taolisi,True,False
hakkab-oma,True,False
haldusvõi-mu,True,False
halvem-seda,True,False
hapukoorekastme-taoline,True,False
haritlaskonna-kes,True,False
hea-kõik,True,False
headus-mis,True,False
heit-me-ta-su,True,False
hiidlas-te,True,False
hiljem-niisugusel,True,False
hiljuti-ses,True,False
hingehalvatuse-taolises,True,False
hinnatõu-sust,True,False
hobune-sul,True,False
hoiukodusid-meie,True,False
homsesse-kõik,True,False
hooleks-see,True,False
hoolima-ta,True,False
huina-muina,True,False
hullumeel-sus,True,False
humanitaaraine-te,True,False
hundiratas-see,True,False
huvitatu-sest,True,False
häda-nad,True,False
hääle-tas,True,False
hõbe-must,True,False
hõbereba-seks,True,False
hõi-me,True,False
hõi-mult,True,False
hõi-mus,True,False
hõlmikpuu-taolistele,True,False
hüüd-ma,True,False
i-ga,False,True
i-sa,True,False
i-ta,True,False
i-taolise,True,False
i-taolised,True,False
i-taolisi,True,False
i-taolistele,True,False
ideaal-mina,True,False
ideaal-seks,True,False
iga,True,True
iga-,True,True
iga-hinna-eest-esimese,True,False
iga-le,False,True
iga-su-gu-ne,False,True
iga-su-gu-seid,False,True
iga-su-gust,False,True
iga-ühe,True,True
iga-ühega,True,True
iga-ühel,True,False
iga-ühele,True,False
iga-üheni,True,True
iga-ühes,True,False
iga-ühest,True,False
iga-ühte,True,True
iga-üks,True,True
igaga,True,True
igagi,True,True
igaks,True,True
igal,True,True
igale,True,True
igale-,True,True
igalt,True,True
igapäeva-ses,True,False
igas,True,True
igaski,True,True
igasse,True,True
igast,True,True
igasu-gune,False,True
igasu-guse,False,True
igasu-gused,False,True
igasu-guseid,False,True
igasu-guste,False,True
igasu-gustest,False,True
igasugu-seid,False,True
igasugune,True,True
igasugunegi,True,True
igasuguse,True,True
igasugused,True,True
igasugused-,True,True
igasugusega,True,True
igasugusegi,True,True
igasuguseid,True,True
igasuguseiks,True,True
igasuguseis,True,True
igasuguseks,True,True
igasugusel,True,True
igasugusele,True,True
igasuguselegi,True,True
igasuguselt,True,True
igasuguses,True,True
igasugusesse,True,True
igasugusest,True,True
igasugusestki,True,True
igasugust,True,True
igasuguste,True,True
igasugustega,True,True
igasugusteks,True,True
igasugustel,True,True
igasugustele,True,True
igasugustelt,True,True
igasugustena,True,True
igasugustes,True,True
igasugustesse,True,True
igasugustest,True,True
igat,True,True
igat-sust,True,False
igata,True,True
igaühe,True,True
igaühe-ni,False,True
igaühega,True,True
igaühel,True,True
igaühele,True,True
igaühele-midagi,True,False
igaühelt,True,True
igaüheni,True,True
igaühes,True,True
igaühesse,True,True
igaühessegi,True,True
igaühest,True,True
igaüht,True,True
igaühte,True,True
igaüks,True,True
ikka-see,True,False
ilm-selt,True,False
ilm-ühel,True,False
ilmasõja-taolist,True,False
ilu-sa,True,False
imet-sellist,True,False
infopunkti-taolist,True,False
inim-mina,True,False
inimese-taolise,True,False
inimesest-kellele,True,False
ise,True,True
ise-,True,True
ise-end,True,False
ise-enda,True,False
ise-endaga,True,False
ise-endal,True,False
ise-endale,True,False
ise-endana,True,False
ise-endani,True,False
ise-endast,True,False
ise-endid,True,False
ise-endil,True,False
ise-enese,True,False
ise-enesega,True,False
ise-enesegi,False,True
ise-enesele,True,False
ise-eneses,True,False
ise-enesest,True,False
ise-enesestki,False,True
ise-ennast,True,False
ise-loo-mu,True,False
ise-loo-mus,True,False
ise-loo-mus-ta-ma,True,False
ise-loo-mus-tas,True,False
isee-ne-sest,False,True
iseen-nast-ki,False,True
iseend,True,True
iseenda,True,True
iseenda-,True,True
iseendaga,True,True
iseendagagi,True,True
iseendagi,True,True
iseendaks,True,True
iseendal,True,True
iseendale,True,True
iseendalegi,True,True
iseendalgi,True,True
iseendalt,True,True
iseendaltki,True,True
iseendana,True,True
iseendani,True,True
iseendas,True,True
iseendaski,True,True
iseendasse,True,True
iseendassegi,True,True
iseendast,True,True
iseendastki,True,True
iseendata,True,True
iseendi,True,True
iseendid,True,True
iseendidki,True,True
iseendiga,True,True
iseendiks,True,True
iseendil,True,True
iseendile,True,True
iseendilt,True,True
iseendina,True,True
iseendis,True,True
iseendisse,True,True
iseendist,True,True
iseendki,True,True
iseenese,True,True
iseenesega,True,True
iseenesegagi,True,True
iseenesegi,True,True
iseeneseks,True,True
iseenesel,True,True
iseenesele,True,True
iseeneselegi,True,True
iseeneselgi,True,True
iseeneselt,True,True
iseenesena,True,True
iseeneseni,True,True
iseeneses,True,True
iseenesesse,True,True
iseenesest,True,True
iseenesestki,True,True
iseeneste,True,True
iseenestega,True,True
iseenestegi,True,True
iseenesteks,True,True
iseenestele,True,True
iseenestena,True,True
iseenestes,True,True
iseenestest,True,True
iseennast,True,True
iseennastki,True,True
iseloo-muga,True,False
iseloo-must,True,False
isepäi-sust,True,False
isesugune,True,True
isesuguse,True,True
isesugused,True,True
isesuguseid,True,True
isesuguseks,True,True
isesugusel,True,True
isesuguselt,True,True
isesugusena,True,True
isesuguses,True,True
isesugusesse,True,True
isesugusest,True,True
isesugust,True,True
isesuguste,True,True
isesugustes,True,True
isesugustest,True,True
isik-sust,True,False
issanda-meie,True,False
ja-ei-tea-mitmenda,True,True
ja-ma,True,True
ja-mingi-muu,True,True
ja-teised,True,True
ja-teiste,True,True
ja-veel-midagi,True,False
jaa-ma,True,False
jagama-esimesele,True,False
jah-minul,True,False
jaheda-ma,True,False
jala-mil,True,False
jalakorsettide-taolised,True,False
jalgrattaluku-taoline,True,False
jonni-iga,True,False
joogikõrre-taoline,True,False
jook-sul,True,False
jooks-jõusaal-mind,True,False
jooks-ma,True,False
juba-teab-mitmendat,True,True
juga-ma,True,False
juhatu-ses,True,False
juhti-mis-,True,False
juhtu-meid,True,False
jumal-teab-kelle,True,True
jumal-teab-kellega,True,True
jumal-teab-mida,True,True
jumal-teab-millega,True,True
jumal-teab-milleks,True,True
jumal-teab-milleni,True,True
jumal-teab-millest,True,True
jumal-teab-mis,True,True
jumal-teab-mitmendat,True,True
jumal-teab-mitmes,True,True
jumal-teab-veel-mida,True,True
jumala-iga,True,False
jumalikkust-see,True,False
juttu-üks,True,False
jutuajami-sest,True,False
jutustaja-mina,True,False
juures-see,True,False
järeldada-seda,True,False
järg-sel,True,False
jätku-üks,True,False
jää-ma,True,False
jää-me,True,False
jäämi-sest,True,False
jõu-ta,True,False
jõua-me,True,False
jõuka-te,True,False
jõusaal-jooks-mind,True,False
k-k-kõik,True,True
k-kes,True,True
ka-ma,True,False
ka-nad,True,False
ka-su,True,False
ka-su-ta-ma,True,False
kaaslas-te,True,False
kahe-inimese-omadest,True,False
kahekord-selt,True,False
kahekord-sest,True,False
kaheksa-üheks,True,False
kaheksakümne-seks,True,False
kaheteist-ühe,True,False
kaheteistkümne-ühe,True,False
kaheteistkümne-üheni,True,False
kahtteist-ühte,True,False
kaitseliidu-taolistest,True,False
kaitsevõi-me,True,False
kaks-pluss-üks,True,False
kaks-teist,True,False
kaks-ühe,True,False
kaks-ühes,True,False
kaks-üks,True,False
kaksiktorni-taolisel,True,False
kakskümmend-millegagi,True,False
kalendri-taolised,True,False
kampaaniakõne-taolise,True,False
kandma-teda,True,False
kanna-tas,True,False
kao-tas,True,False
kaotu-ses,True,False
kapsapea-taoline,True,False
karis-tas,True,False
karu-teab-mille,True,True
karu-teab-mis,True,True
kas-va-tas,True,False
kasti-taolised,True,False
kasutu-sel,True,False
kasva-ma,True,False
katkes-tas,True,False
kaubamajapool-sest,True,False
kauneim-linn-on-Eestis-teadagi-mis,True,False
ke-da,False,True
ke-da-gi,False,True
keda,True,True
keda-gi,False,True
keda-mida,True,True
kedagi,True,True
kedagi-,True,True
kedagi-midagi,True,True
kedagigi,True,True
kee-gi,False,True
keegi,True,True
keegi-,True,True
keegi-miski,True,True
keegigi,True,True
keel-ise,True,False
keel-kõige,True,False
kel,True,True
kel-,True,True
kel-le,False,True
kel-le-ga,False,True
kel-le-gi,False,True
kel-le-le,False,True
kel-le-le-gi,False,True
kel-lega,False,True
kel-legi,False,True
kel-leks,False,True
kel-lel,False,True
kel-lelegi,False,True
kel-leltki,False,True
kelgi,True,True
kelle,True,True
kelle-,True,True
kelle-ga,False,True
kelle-le,False,True
kelle-legi,False,True
kelle-mille,True,True
kelle-milleta,True,True
kellede,True,True
kelledega,True,True
kelledeks,True,True
kelledel,True,True
kelledele,True,True
kelledena,True,True
kelledes,True,True
kelledest,True,True
kellega,True,True
kellegagi,True,True
kellegagi-millegagi,True,True
kellegagi–,True,True
kellegi,True,True
kellegi-millegi,True,True
kellegigi,True,True
kelleks,True,True
kelleks-milleks,True,True
kellekski,True,True
kellel,True,True
kellele,True,True
kellele-anda-altkäemaksu-ja-kui-palju,True,False
kellele-millele,True,True
kellelegi,True,True
kellelegi-millelegi,True,True
kellelgi,True,True
kellelt,True,True
kellelt-,True,True
kelleltki,True,True
kellena,True,True
kellenagi,True,True
kelleni,True,True
kellenigi,True,True
kelles,True,True
kelles-milles,True,True
kelleski,True,True
kellesse,True,True
kellessegi,True,True
kellest,True,True
kellest-millest,True,True
kellestki,True,True
kellestki-millestki,True,True
kelleta,True,True
kelletagi,True,True
kelt,True,True
kerge-üks,True,False
kes,True,True
kes-,True,True
kes-keda,True,False
kes-keda-,True,False
kes-kel,True,False
kes-kellega-kus-mida,True,False
kes-kellel,True,False
kes-kelt,True,False
kes-mis,True,True
kes-mis-kuidas-kellega,True,False
kes-on-kes,True,False
kes-seda-enam-nüüd-mäletab-mida,True,False
kes-teab-kelleks-kõigeks,True,True
kes-teab-kellele,True,True
kes-teab-kellest,True,True
kes-teab-kui-mitmendad,True,True
kes-teab-kui-palju,True,True
kes-teab-mida,True,True
kes-teab-millega,True,True
kes-teab-millele,True,True
kes-teab-millest,True,True
kes-teab-millise,True,True
kes-teab-millisel,True,True
kes-teab-millisest,True,True
kes-teab-millist,True,True
kes-teab-millistele,True,True
kes-teab-mis,True,True
kes-teab-mitmenda,True,True
kes-teab-mitmendas,True,True
kes-teab-mitmendat,True,True
kes-teab-veel-millest,True,True
kes-teab-veel-mis,True,True
kesk-i,False,True
keskendu-mis-,True,False
keski,True,True
keskpäeva-ses,True,False
keskvõi-mu,True,False
keskvõi-muga,True,False
kii-re-ma,True,False
kiiresti-kiiremini-kõige,True,False
kiit-ma,True,False
kiitu-sest,True,False
kindlamalt-üks,True,False
kingime-naisele-midagi,True,False
kinnitu-sel,True,False
kirjaklambrid-muud,True,False
kirju-tas,True,False
kirjuti-ses,True,False
kitarr-bass-trummid-mingid,True,False
klassikali-sest,True,False
klii-ma,True,False
koalitsioonivõi-muga,True,False
kodakond-sus-,True,False
kodakond-susse,True,False
kodakond-sust,True,False
kodanik-üks,True,False
kodu-millest,True,False
kodu-ses,True,False
koduseid-neil,True,False
koge-mus,True,False
koge-must,True,False
kogenematu-sest,True,False
kogu-ses,True,False
koguteo-ses,True,False
koha-selt,True,False
kohal-keda,True,False
kohati-sest,True,False
kohta-mis,True,False
kohta-see,True,False
kohta-sellisel,True,False
kohtumis-te,True,False
kohtuvõi-mu,True,False
kole-palju,True,False
kolla-seks,True,False
kollaaži-taoliselt,True,False
kollane-valge-must,True,False
kollatõve-taoline,True,False
kolm-kaks-üks,True,False
kolm-ühes,True,False
kolm-üks,True,False
kolmapäeva-ses,True,False
kolme-ja-ühte,True,False
kolmikmõõt-meist,True,False
kolmkümmend-midagi,True,False
kolonel-mingisuguse,True,False
koloniaalvõi-mu,True,False
kommutaatori-taoline,True,False
konkreet-sesse,True,False
konkurentsivõi-me,True,False
konnakullese-taoliseks,True,False
konstruktor-kõigi,True,False
kontrolli-ma,True,False
kontrollisin-kõik,True,False
kooli-iga,True,False
koondatava-te,True,False
koondi-ses,True,False
koondis-see,True,False
koor-must,True,False
kooskõlasta-ma,True,False
kordan-igale,True,False
korpu-sesse,True,False
korralda-ma,True,False
korraldaja-te,True,False
korrus-teine,True,False
korvpalluri-iga,True,False
krooni-sest,True,False
kuju-ta,True,False
kujutlusvõi-me,True,False
kukalt-tema,True,False
kulu-ma,True,False
kum-bki,False,True
kum-ma,False,True
kum-magi,False,True
kum-malegi,False,True
kumb,True,True
kumba,True,True
kumbade,True,True
kumbadega,True,True
kumbagi,True,True
kumbasid,True,True
kumbi,True,True
kumbki,True,True
kumma,True,True
kummad,True,True
kummadki,True,True
kummaga,True,True
kummagagi,True,True
kummagi,True,True
kummaks,True,True
kummakski,True,True
kummal,True,True
kummale,True,True
kummalegi,True,True
kummalgi,True,True
kummalt,True,True
kummaltki,True,True
kummana,True,True
kummas,True,True
kummas-ki,False,True
kummaski,True,True
kummasse,True,True
kummassegi,True,True
kummast,True,True
kummastki,True,True
kummatagi,True,True
kummilooma-taoliseks,True,False
kunstnik-ise,True,False
kunstniku-mina,True,False
kurat-teab-kes,True,True
kurat-teab-mida,True,True
kurat-teab-mille,True,True
kurat-teab-milleks,True,True
kurat-teab-millele,True,True
kurat-teab-millest,True,True
kurat-teab-mis,True,True
kurjategijad-mina,True,False
kus-kellel,True,False
kus-kes,True,False
kus-mis,True,False
kus-see,True,False
kus-see-ja-teine,True,False
kusagil-keegi-miski,True,False
kuu-mus,True,False
kuu-ta-su,True,False
kuul-sa,True,False
kuul-sust,True,False
kuulamise-nautimise-sellest,True,False
kuulge-see,True,False
kuulihaava-üks,True,False
