iga-ühest,"    ""iga-üks"" Lst P dem indef sg el","    ""iga-üks"" Lst P invalid sg el"
iga-ühte,"    ""iga-üks"" L0 P dem indef sg adit","    ""iga-üks"" L0 P invalid sg adit"
iga-üks,"    ""iga-üks"" L0 P dem indef sg nom","    ""iga-üks"" L0 P invalid sg nom"
iganes.seda,"    ""iganes._see"" Lda P dem sg part","    ""iganes._see"" Lda P invalid sg part"
igapäe-va-seks,"    ""igapäe-va-see"" Lks P dem sg tr","    ""igapäe-va-see"" Lks P invalid sg tr"
igapäeva-ses,"    ""iga_päeva-see"" Ls P dem sg in","    ""iga_päeva-see"" Ls P invalid sg in"
igasugune,"    ""iga_sugune"" L0 P indef sg nom","    ""iga_sugune"" L0 P dem sg nom"
igasugunegi,"    ""iga_sugune"" L0gi P indef sg nom","    ""iga_sugune"" L0gi P dem sg nom"
igasuguse,"    ""iga_sugune"" L0 P indef sg gen","    ""iga_sugune"" L0 P dem sg gen"
igasugused,"    ""iga_sugune"" Ld P indef pl nom","    ""iga_sugune"" Ld P dem pl nom"
igasugused-,"    ""iga_sugune"" Ld P indef pl nom","    ""iga_sugune"" Ld P dem pl nom"
igasugusega,"    ""iga_sugune"" Lga P indef sg kom","    ""iga_sugune"" Lga P dem sg kom"
igasugusegi,"    ""iga_sugune"" L0gi P indef sg gen","    ""iga_sugune"" L0gi P dem sg gen"
igasuguseid,"    ""iga_sugune"" Lid P indef pl part","    ""iga_sugune"" Lid P dem pl part"
igasuguseiks,"    ""iga_sugune"" Liks P indef pl tr","    ""iga_sugune"" Liks P dem pl tr"
igasuguseis,"    ""iga_sugune"" Lis P indef pl in","    ""iga_sugune"" Lis P dem pl in"
igasuguseks,"    ""iga_sugune"" Lks P indef sg tr","    ""iga_sugune"" Lks P dem sg tr"
igasugusel,"    ""iga_sugune"" Ll P indef sg ad","    ""iga_sugune"" Ll P dem sg ad"
igasugusele,"    ""iga_sugune"" Lle P indef sg all","    ""iga_sugune"" Lle P dem sg all"
igasuguselegi,"    ""iga_sugune"" Llegi P indef sg all","    ""iga_sugune"" Llegi P dem sg all"
igasuguselt,"    ""iga_sugune"" Llt P indef sg abl","    ""iga_sugune"" Llt P dem sg abl"
igasuguses,"    ""iga_sugune"" Ls P indef sg in","    ""iga_sugune"" Ls P dem sg in"
igasugusesse,"    ""iga_sugune"" Lsse P indef sg ill","    ""iga_sugune"" Lsse P dem sg ill"
igasugusest,"    ""iga_sugune"" Lst P indef sg el","    ""iga_sugune"" Lst P dem sg el"
igasugusestki,"    ""iga_sugune"" Lstki P indef sg el","    ""iga_sugune"" Lstki P dem sg el"
igasugust,"    ""iga_sugune"" Lt P indef sg part","    ""iga_sugune"" Lt P dem sg part"
igasuguste,"    ""iga_sugune"" Lte P indef pl gen","    ""iga_sugune"" Lte P dem pl gen"
igasugustega,"    ""iga_sugune"" Ltega P indef pl kom","    ""iga_sugune"" Ltega P dem pl kom"
igasugusteks,"    ""iga_sugune"" Lteks P indef pl tr","    ""iga_sugune"" Lteks P dem pl tr"
igasugustel,"    ""iga_sugune"" Ltel P indef pl ad","    ""iga_sugune"" Ltel P dem pl ad"
igasugustele,"    ""iga_sugune"" Ltele P indef pl all","    ""iga_sugune"" Ltele P dem pl all"
igasugustelt,"    ""iga_sugune"" Ltelt P indef pl abl","    ""iga_sugune"" Ltelt P dem pl abl"
igasugustena,"    ""iga_sugune"" Ltena P indef pl es","    ""iga_sugune"" Ltena P dem pl es"
igasugustes,"    ""iga_sugune"" Ltes P indef pl in","    ""iga_sugune"" Ltes P dem pl in"
igasugustesse,"    ""iga_sugune"" Ltesse P indef pl ill","    ""iga_sugune"" Ltesse P dem pl ill"
igasugustest,"    ""iga_sugune"" Ltest P indef pl el","    ""iga_sugune"" Ltest P dem pl el"
igat-sust,"    ""iga+t-sina"" Lst P det sg el","    ""iga+t-sina"" Lst P invalid sg el"
igav.midagi,"    ""igav._miski"" Ldagi P indef sg part","    ""igav._miski"" Ldagi P invalid sg part"
igaühele-midagi,"    ""iga_ühe+le-miski"" Ldagi P indef sg part","    ""iga_ühe+le-miski"" Ldagi P invalid sg part"
ii-meil,"    ""ii-mina"" Ll P pers ps1 pl ad","    ""ii-mina"" Ll P invalid pl ad"
ikka-olen-rõõ-mus,"    ""ikka-olen-rõõ-mina"" Ls P pers ps1 sg in","    ""ikka-olen-rõõ-mina"" Ls P invalid sg in"
ikka-see,"    ""ikka-see"" L0 P dem sg nom","    ""ikka-see"" L0 P invalid sg nom"
ikkagi.ise,"    ""ikkagi._ise"" L0 P pos det refl pl nom","    ""ikkagi._ise"" L0 P invalid pl nom"
il-le-gaal-selt,"    ""il-le-gaal-see"" Llt P dem sg abl","    ""il-le-gaal-see"" Llt P invalid sg abl"
il-ma,"    ""il-mina"" L0 P pers ps1 sg nom","    ""il-mina"" L0 P invalid sg nom"
il-me,"    ""il-mina"" L0 P pers ps1 pl gen","    ""il-mina"" L0 P invalid pl gen"
il-mus,"    ""il-mina"" Ls P pers ps1 sg in","    ""il-mina"" Ls P invalid sg in"
ilm-selt,"    ""ilm-see"" Llt P dem sg abl","    ""ilm-see"" Llt P invalid sg abl"
ilm-ühel,"    ""ilm-üks"" Ll P dem indef sg ad","    ""ilm-üks"" Ll P invalid sg ad"
ilmasõja-taolist,"    ""ilma_sõja-taoline"" Lt P dem sg part","    ""ilma_sõja-taoline"" Lt P invalid sg part"
ilu-sa,"    ""ilu-sina"" L0 P pers ps2 sg nom","    ""ilu-sina"" L0 P invalid sg nom"
im-pee-riu-mis,"    ""im-pee-riu-mis"" L0 P inter rel pl nom","    ""im-pee-riu-mis"" L0 P invalid pl nom"
imet-sellist,"    ""ime+t-selline"" Lt P dem sg part","    ""ime+t-selline"" Lt P invalid sg part"
impressionist.tema,"    ""impressionist._tema"" L0 P pers ps3 sg gen","    ""impressionist._tema"" L0 P invalid sg gen"
in-fo-kes-ku-sest,"    ""in-fo-kes-ku-see"" Lst P inter rel sg el","    ""in-fo-kes-ku-see"" Lst P invalid sg el"
in-seks,"    ""in-see"" Lks P dem sg tr","    ""in-see"" Lks P invalid sg tr"
in-sel,"    ""in-see"" Ll P dem sg ad","    ""in-see"" Ll P invalid sg ad"
in-ses,"    ""in-see"" Ls P dem sg in","    ""in-see"" Ls P invalid sg in"
in-sest,"    ""in-see"" Lst P dem sg el","    ""in-see"" Lst P invalid sg el"
in-ter-ne-tipõhi-sest,"    ""in-ter-ne-tipõhi-see"" Lst P dem sg el","    ""in-ter-ne-tipõhi-see"" Lst P invalid sg el"
in-va-liid-sus-,"    ""in-va-liid-sina"" Ls P pers ps2 sg in","    ""in-va-liid-sina"" Ls P invalid sg in"
in-ves-tee-rin-gu-va-ja-du-sest,"    ""in-ves-tee-rin-gu-va-ja-du-see"" Lst P dem sg el","    ""in-ves-tee-rin-gu-va-ja-du-see"" Lst P invalid sg el"
in.-sel,"    ""in.-see"" Ll P dem sg ad","    ""in.-see"" Ll P invalid sg ad"
indie-rocki-taolise,"    ""indie-rocki-taoline"" L0 P dem sg gen","    ""indie-rocki-taoline"" L0 P invalid sg gen"
infopunkti-taolist,"    ""info_punkti-taoline"" Lt P dem sg part","    ""info_punkti-taoline"" Lt P invalid sg part"
ing-lis-keel-ses,"    ""ing-lis-keel-see"" Ls P dem sg in","    ""ing-lis-keel-see"" Ls P invalid sg in"
ini-me-selt,"    ""ini-me-see"" Llt P dem sg abl","    ""ini-me-see"" Llt P invalid sg abl"
inim-mina,"    ""inim-mina"" L0 P pers ps1 sg nom","    ""inim-mina"" L0 P invalid sg nom"
inime-seks,"    ""inime-see"" Lks P dem sg tr","    ""inime-see"" Lks P invalid sg tr"
inime-sest,"    ""inime-see"" Lst P dem sg el","    ""inime-see"" Lst P invalid sg el"
inimese-taolise,"    ""inimese-taoline"" L0 P dem sg gen","    ""inimese-taoline"" L0 P invalid sg gen"
inimesena.ise,"    ""inimesena._ise"" L0 P pos det refl pl nom","    ""inimesena._ise"" L0 P invalid pl nom"
inimesest-kellele,"    ""inimese+st-kes"" Lle P inter rel pl all","    ""inimese+st-kes"" Lle P invalid pl all"
inimesi.ma,"    ""inimesi._mina"" L0 P pers ps1 sg nom","    ""inimesi._mina"" L0 P invalid sg nom"
ins-del-pgup-pgdw-home-end,"    ""ins-del-pgup-pgdw-home-ise"" L0 P pos det refl sg part","    ""ins-del-pgup-pgdw-home-ise"" L0 P invalid sg part"
integreerumi-sest,"    ""integreerumi-see"" Lst P dem sg el","    ""integreerumi-see"" Lst P invalid sg el"
investeerisi-me,"    ""investeerisi-mina"" L0 P pers ps1 pl gen","    ""investeerisi-mina"" L0 P invalid pl gen"
iroonili-selt,"    ""iroonili-see"" Llt P dem sg abl","    ""iroonili-see"" Llt P invalid sg abl"
irw.ma,"    ""irw._mina"" L0 P pers ps1 sg nom","    ""irw._mina"" L0 P invalid sg nom"
irwww.see,"    ""irwww._see"" L0 P dem sg nom","    ""irwww._see"" L0 P invalid sg nom"
isamaaNeed,"    ""isamaa_see"" Ld P dem pl nom","    ""isamaa_see"" Ld P invalid pl nom"
isamaaliitla-sest,"    ""isamaaliitla-see"" Lst P dem sg el","    ""isamaaliitla-see"" Lst P invalid sg el"
ise-end,"    ""ise-ise"" L0 P pos det refl sg part","    ""ise-ise"" L0 P invalid sg part"
ise-enda,"    ""ise-ise"" L0 P pos det refl sg gen","    ""ise-ise"" L0 P invalid sg gen"
ise-endaga,"    ""ise-ise"" Lga P pos det refl sg kom","    ""ise-ise"" Lga P invalid sg kom"
ise-endal,"    ""ise-ise"" Ll P pos det refl sg ad","    ""ise-ise"" Ll P invalid sg ad"
ise-endale,"    ""ise-ise"" Lle P pos det refl sg all","    ""ise-ise"" Lle P invalid sg all"
ise-endana,"    ""ise-ise"" Lna P pos det refl sg es","    ""ise-ise"" Lna P invalid sg es"
ise-endani,"    ""ise-ise"" Lni P pos det refl sg term","    ""ise-ise"" Lni P invalid sg term"
ise-endast,"    ""ise-ise"" Lst P pos det refl sg el","    ""ise-ise"" Lst P invalid sg el"
ise-endid,"    ""ise-ise"" Ld P pos det refl pl part","    ""ise-ise"" Ld P invalid pl part"
ise-endil,"    ""ise-ise"" Ll P pos det refl pl ad","    ""ise-ise"" Ll P invalid pl ad"
ise-enese,"    ""ise-ise"" L0 P pos det refl sg gen","    ""ise-ise"" L0 P invalid sg gen"
ise-enesega,"    ""ise-ise"" Lga P pos det refl sg kom","    ""ise-ise"" Lga P invalid sg kom"
ise-enesele,"    ""ise-ise"" Lle P pos det refl sg all","    ""ise-ise"" Lle P invalid sg all"
ise-eneses,"    ""ise-ise"" Ls P pos det refl sg in","    ""ise-ise"" Ls P invalid sg in"
ise-enesest,"    ""ise-ise"" Lst P pos det refl sg el","    ""ise-ise"" Lst P invalid sg el"
ise-ennast,"    ""ise-ise"" Lt P pos det refl sg part","    ""ise-ise"" Lt P invalid sg part"
ise-loo-mu,"    ""ise-loo-mina"" L0 P pers ps1 sg gen","    ""ise-loo-mina"" L0 P invalid sg gen"
ise-loo-mus,"    ""ise-loo-mina"" Ls P pers ps1 sg in","    ""ise-loo-mina"" Ls P invalid sg in"
ise-loo-mus-ta-ma,"    ""ise-loo-mu+s-ta-mina"" L0 P pers ps1 sg nom","    ""ise-loo-mu+s-ta-mina"" L0 P invalid sg nom"
ise-loo-mus-tas,"    ""ise-loo-mu+s-tema"" Ls P pers ps3 sg in","    ""ise-loo-mu+s-tema"" Ls P invalid sg in"
isee-ne-sest,"    ""isee-ne-see"" Lst P dem sg el","    ""isee-ne-see"" Lst P invalid sg el"
iseeenda,"    ""ise_enese"" L0 P pos refl sg gen","    ""ise_enese"" L0 P refl sg gen"
iseeendaga,"    ""ise_enese"" Lga P pos refl sg kom","    ""ise_enese"" Lga P refl sg kom"
iseeendale,"    ""ise_enese"" Lle P pos refl sg all","    ""ise_enese"" Lle P refl sg all"
iseeenesest,"    ""ise_enese"" Lst P pos refl sg el","    ""ise_enese"" Lst P refl sg el"
iseeennast,"    ""ise_enese"" Lt P pos refl sg part","    ""ise_enese"" Lt P refl sg part"
iseend,"    ""ise_enese"" L0 P pos refl sg part","    ""ise_enese"" L0 P refl sg part"
iseenda,"    ""ise_enese"" L0 P pos refl sg gen","    ""ise_enese"" L0 P refl sg gen"
iseenda-,"    ""ise_enese"" L0 P pos refl sg gen","    ""ise_enese"" L0 P refl sg gen"
iseendaga,"    ""ise_enese"" Lga P pos refl sg kom","    ""ise_enese"" Lga P refl sg kom"
iseendagagi,"    ""ise_enese"" Lgagi P pos refl sg kom","    ""ise_enese"" Lgagi P refl sg kom"
iseendagi,"    ""ise_enese"" L0gi P pos refl sg gen","    ""ise_enese"" L0gi P refl sg gen"
iseendaks,"    ""ise_enese"" Lks P pos refl sg tr","    ""ise_enese"" Lks P refl sg tr"
iseendal,"    ""ise_enese"" Ll P pos refl sg ad","    ""ise_enese"" Ll P refl sg ad"
iseendale,"    ""ise_enese"" Lle P pos refl sg all","    ""ise_enese"" Lle P refl sg all"
iseendalegi,"    ""ise_enese"" Llegi P pos refl sg all","    ""ise_enese"" Llegi P refl sg all"
iseendalgi,"    ""ise_enese"" Llgi P pos refl sg ad","    ""ise_enese"" Llgi P refl sg ad"
iseendalt,"    ""ise_enese"" Llt P pos refl sg abl","    ""ise_enese"" Llt P refl sg abl"
iseendaltki,"    ""ise_enese"" Lltki P pos refl sg abl","    ""ise_enese"" Lltki P refl sg abl"
iseendana,"    ""ise_enese"" Lna P pos refl sg es","    ""ise_enese"" Lna P refl sg es"
iseendani,"    ""ise_enese"" Lni P pos refl sg term","    ""ise_enese"" Lni P refl sg term"
iseendas,"    ""ise_enese"" Ls P pos refl sg in","    ""ise_enese"" Ls P refl sg in"
iseendaski,"    ""ise_enese"" Lski P pos refl sg in","    ""ise_enese"" Lski P refl sg in"
iseendasse,"    ""ise_enese"" Lsse P pos refl sg ill","    ""ise_enese"" Lsse P refl sg ill"
iseendassegi,"    ""ise_enese"" Lssegi P pos refl sg ill","    ""ise_enese"" Lssegi P refl sg ill"
iseendast,"    ""ise_enese"" Lst P pos refl sg el","    ""ise_enese"" Lst P refl sg el"
iseendastki,"    ""ise_enese"" Lstki P pos refl sg el","    ""ise_enese"" Lstki P refl sg el"
iseendata,"    ""ise_enese"" Lta P pos refl sg abes","    ""ise_enese"" Lta P refl sg abes"
iseendi,"    ""ise_enese"" L0 P pos refl pl gen","    ""ise_enese"" L0 P refl pl gen"
iseendid,"    ""ise_enese"" Ld P pos refl pl part","    ""ise_enese"" Ld P refl pl part"
iseendidki,"    ""ise_enese"" Ldki P pos refl pl part","    ""ise_enese"" Ldki P refl pl part"
iseendiga,"    ""ise_enese"" Lga P pos refl pl kom","    ""ise_enese"" Lga P refl pl kom"
iseendiks,"    ""ise_enese"" Lks P pos refl pl tr","    ""ise_enese"" Lks P refl pl tr"
iseendil,"    ""ise_enese"" Ll P pos refl pl ad","    ""ise_enese"" Ll P refl pl ad"
iseendile,"    ""ise_enese"" Lle P pos refl pl all","    ""ise_enese"" Lle P refl pl all"
iseendilt,"    ""ise_enese"" Llt P pos refl pl abl","    ""ise_enese"" Llt P refl pl abl"
iseendina,"    ""ise_enese"" Lna P pos refl pl es","    ""ise_enese"" Lna P refl pl es"
iseendis,"    ""ise_enese"" Ls P pos refl pl in","    ""ise_enese"" Ls P refl pl in"
iseendisse,"    ""ise_enese"" Lsse P pos refl pl ill","    ""ise_enese"" Lsse P refl pl ill"
iseendist,"    ""ise_enese"" Lst P pos refl pl el","    ""ise_enese"" Lst P refl pl el"
iseendki,"    ""ise_enese"" L0ki P pos refl sg part","    ""ise_enese"" L0ki P refl sg part"
iseenese,"    ""ise_enese"" L0 P pos refl sg gen","    ""ise_enese"" L0 P refl sg gen"
iseenesega,"    ""ise_enese"" Lga P pos refl sg kom","    ""ise_enese"" Lga P refl sg kom"
iseenesegagi,"    ""ise_enese"" Lgagi P pos refl sg kom","    ""ise_enese"" Lgagi P refl sg kom"
iseenesegi,"    ""ise_enese"" L0gi P pos refl sg gen","    ""ise_enese"" L0gi P refl sg gen"
iseeneseks,"    ""ise_enese"" Lks P pos refl sg tr","    ""ise_enese"" Lks P refl sg tr"
iseenesel,"    ""ise_enese"" Ll P pos refl sg ad","    ""ise_enese"" Ll P refl sg ad"
iseenesele,"    ""ise_enese"" Lle P pos refl sg all","    ""ise_enese"" Lle P refl sg all"
iseeneselegi,"    ""ise_enese"" Llegi P pos refl sg all","    ""ise_enese"" Llegi P refl sg all"
iseeneselgi,"    ""ise_enese"" Llgi P pos refl sg ad","    ""ise_enese"" Llgi P refl sg ad"
iseeneselt,"    ""ise_enese"" Llt P pos refl sg abl","    ""ise_enese"" Llt P refl sg abl"
iseenesena,"    ""ise_enese"" Lna P pos refl sg es","    ""ise_enese"" Lna P refl sg es"
iseeneseni,"    ""ise_enese"" Lni P pos refl sg term","    ""ise_enese"" Lni P refl sg term"
iseeneses,"    ""ise_enese"" Ls P pos refl sg in","    ""ise_enese"" Ls P refl sg in"
iseenesesse,"    ""ise_enese"" Lsse P pos refl sg ill","    ""ise_enese"" Lsse P refl sg ill"
iseenesest,"    ""ise_enese"" Lst P pos refl sg el","    ""ise_enese"" Lst P refl sg el"
iseenesest_,"    ""ise_enese"" Lst P pos refl sg el","    ""ise_enese"" Lst P refl sg el"
iseenesestki,"    ""ise_enese"" Lstki P pos refl sg el","    ""ise_enese"" Lstki P refl sg el"
iseeneste,"    ""ise_enese"" Lte P pos refl pl gen","    ""ise_enese"" Lte P refl pl gen"
iseenestega,"    ""ise_enese"" Ltega P pos refl pl kom","    ""ise_enese"" Ltega P refl pl kom"
iseenestegi,"    ""ise_enese"" Ltegi P pos refl pl gen","    ""ise_enese"" Ltegi P refl pl gen"
iseenesteks,"    ""ise_enese"" Lteks P pos refl pl tr","    ""ise_enese"" Lteks P refl pl tr"
iseenestele,"    ""ise_enese"" Ltele P pos refl pl all","    ""ise_enese"" Ltele P refl pl all"
iseenestena,"    ""ise_enese"" Ltena P pos refl pl es","    ""ise_enese"" Ltena P refl pl es"
iseenestes,"    ""ise_enese"" Ltes P pos refl pl in","    ""ise_enese"" Ltes P refl pl in"
iseenestest,"    ""ise_enese"" Ltest P pos refl pl el","    ""ise_enese"" Ltest P refl pl el"
iseennast,"    ""ise_enese"" Lt P pos refl sg part","    ""ise_enese"" Lt P refl sg part"
iseennastki,"    ""ise_enese"" Ltki P pos refl sg part","    ""ise_enese"" Ltki P refl sg part"
iseennnast,"    ""ise_enese"" Lt P pos refl sg part","    ""ise_enese"" Lt P refl sg part"
iseküsi-mus,"    ""iseküsi-mina"" Ls P pers ps1 sg in","    ""iseküsi-mina"" Ls P invalid sg in"
iseloo-muga,"    ""ise_loo-mina"" Lga P pers ps1 sg kom","    ""ise_loo-mina"" Lga P invalid sg kom"
iseloo-must,"    ""ise_loo-mina"" Lst P pers ps1 sg el","    ""ise_loo-mina"" Lst P invalid sg el"
isepäi-sust,"    ""ise_päi-sina"" Lst P pers ps2 sg el","    ""ise_päi-sina"" Lst P invalid sg el"
isik-sust,"    ""isik-sina"" Lst P pers ps2 sg el","    ""isik-sina"" Lst P invalid sg el"
islamimaades.mis,"    ""islamimaades._mis"" L0 P inter rel pl nom","    ""islamimaades._mis"" L0 P invalid pl nom"
issanda-meie,"    ""issanda-mina"" L0 P pers ps1 pl gen","    ""issanda-mina"" L0 P invalid pl gen"
istusi-me,"    ""istusi-mina"" L0 P pers ps1 pl gen","    ""istusi-mina"" L0 P invalid pl gen"
it.ma,"    ""it._mina"" L0 P pers ps1 sg nom","    ""it._mina"" L0 P invalid sg nom"
ja-ei-tea-mitmenda,"    ""ja-ei-tea-mitmes"" L0 P inter rel indef sg gen","    ""ja-ei-tea-mitmes"" L0 P invalid sg gen"
ja-hi-pi-da-mi-seks,"    ""ja-hi-pi-da-mi-see"" Lks P dem sg tr","    ""ja-hi-pi-da-mi-see"" Lks P invalid sg tr"
ja-hin-du-ses,"    ""ja-hin-du-see"" Ls P dem sg in","    ""ja-hin-du-see"" Ls P invalid sg in"
ja-lu-ta-mi-seks,"    ""ja-lu-ta-mi-see"" Lks P dem sg tr","    ""ja-lu-ta-mi-see"" Lks P invalid sg tr"
ja-ma,"    ""ja-mina"" L0 P pers ps1 sg nom","    ""ja-mina"" L0 P invalid sg nom"
ja-mingi-muu,"    ""ja-mingi-muu"" L0 P indef sg gen","    ""ja-mingi-muu"" L0 P invalid sg gen"
ja-teised,"    ""ja-teine"" Ld P dem pl nom","    ""ja-teine"" Ld P invalid pl nom"
ja-teiste,"    ""ja-teine"" Lte P dem pl gen","    ""ja-teine"" Lte P invalid pl gen"
ja-veel-midagi,"    ""ja-veel-miski"" Ldagi P indef sg part","    ""ja-veel-miski"" Ldagi P invalid sg part"
ja.see,"    ""ja._see"" L0 P dem sg nom","    ""ja._see"" L0 P invalid sg nom"
jaa-ma,"    ""jaa-mina"" L0 P pers ps1 sg nom","    ""jaa-mina"" L0 P invalid sg nom"
jaa-pan-la-sest,"    ""jaa-pan-la-see"" Lst P dem sg el","    ""jaa-pan-la-see"" Lst P invalid sg el"
jaa.mul,"    ""jaa._mina"" Ll P pers ps1 sg ad","    ""jaa._mina"" Ll P invalid sg ad"
jaala-taolist,"    ""jaala-taoline"" Lt P dem sg part","    ""jaala-taoline"" Lt P invalid sg part"
jagama-esimesele,"    ""jaga+ma-esimene"" Lle P dem sg all","    ""jaga+ma-esimene"" Lle P invalid sg all"
jah-minul,"    ""jah-mina"" Ll P pers ps1 sg ad","    ""jah-mina"" Ll P invalid sg ad"
jah.meie,"    ""jah._mina"" L0 P pers ps1 pl gen","    ""jah._mina"" L0 P invalid pl gen"
jah.mingi,"    ""jah._mingi"" L0 P indef sg gen","    ""jah._mingi"" L0 P invalid sg gen"
jah.see,"    ""jah._see"" L0 P dem sg nom","    ""jah._see"" L0 P invalid sg nom"
jah.selline,"    ""jah._selline"" L0 P dem sg nom","    ""jah._selline"" L0 P invalid sg nom"
jah.sest,"    ""jah._see"" Lst P dem sg el","    ""jah._see"" Lst P invalid sg el"
jaheda-ma,"    ""jaheda-mina"" L0 P pers ps1 sg nom","    ""jaheda-mina"" L0 P invalid sg nom"
jahh.midagi,"    ""jahh._miski"" Ldagi P indef sg part","    ""jahh._miski"" Ldagi P invalid sg part"
jak-sa,"    ""jak-sina"" L0 P pers ps2 sg nom","    ""jak-sina"" L0 P invalid sg nom"
jala-mil,"    ""jala-mis"" Ll P inter rel sg ad","    ""jala-mis"" Ll P invalid sg ad"
jalakorsettide-taolised,"    ""jala_korsetti+de-taoline"" Ld P dem pl nom","    ""jala_korsetti+de-taoline"" Ld P invalid pl nom"
jalg-ra-tast,"    ""jalg-ra-tema"" Lst P pers ps3 sg el","    ""jalg-ra-tema"" Lst P invalid sg el"
jalgevahel_hoopis_midagi_muud,"    ""jalgevahel_hoopis_midagi__muu"" Ld P indef pl nom","    ""jalgevahel_hoopis_midagi__muu"" Ld P invalid pl nom"
jalgrattaluku-taoline,"    ""jalg_ratta_luku-taoline"" L0 P dem sg nom","    ""jalg_ratta_luku-taoline"" L0 P invalid sg nom"
jama.millist,"    ""jama._milline"" Lt P rel sg part","    ""jama._milline"" Lt P invalid sg part"
jama.ta,"    ""jama._tema"" L0 P pers ps3 sg gen","    ""jama._tema"" L0 P invalid sg gen"
jamada.mu,"    ""jamada._mina"" L0 P pers ps1 sg gen","    ""jamada._mina"" L0 P invalid sg gen"
jaoks.meil,"    ""jaoks._mina"" Ll P pers ps1 pl ad","    ""jaoks._mina"" Ll P invalid pl ad"
jap.ise,"    ""jap._ise"" L0 P pos det refl pl nom","    ""jap._ise"" L0 P invalid pl nom"
jjjjSeda,"    ""jjjj_see"" Lda P dem sg part","    ""jjjj_see"" Lda P invalid sg part"
jne.igal,"    ""jne._iga"" Ll P det sg ad","    ""jne._iga"" Ll P invalid sg ad"
jne.mida,"    ""jne._mis"" Lda P inter rel pl part","    ""jne._mis"" Lda P invalid pl part"
jne.need,"    ""jne._see"" Ld P dem pl nom","    ""jne._see"" Ld P invalid pl nom"
jne.see,"    ""jne._see"" L0 P dem sg nom","    ""jne._see"" L0 P invalid sg nom"
jne.selles,"    ""jne._see"" Ls P dem sg in","    ""jne._see"" Ls P invalid sg in"
jneMida,"    ""jne_mis"" Lda P inter rel pl part","    ""jne_mis"" Lda P invalid pl part"
jonni-iga,"    ""jonni-iga"" L0 P det sg gen","    ""jonni-iga"" L0 P invalid sg gen"
joogikõrre-taoline,"    ""joogi_kõrre-taoline"" L0 P dem sg nom","    ""joogi_kõrre-taoline"" L0 P invalid sg nom"
jook-sul,"    ""jook-sina"" Ll P pers ps2 sg ad","    ""jook-sina"" Ll P invalid sg ad"
jooks-jõusaal-mind,"    ""jooks-jõu_saal-mina"" Ld P pers ps1 sg part","    ""jooks-jõu_saal-mina"" Ld P invalid sg part"
jooks-ma,"    ""jooks-mina"" L0 P pers ps1 sg nom","    ""jooks-mina"" L0 P invalid sg nom"
joomarlu-sest,"    ""joomarlu-see"" Lst P dem sg el","    ""joomarlu-see"" Lst P invalid sg el"
jt.säärased,"    ""jt._säärane"" Ld P dem pl nom","    ""jt._säärane"" Ld P invalid pl nom"
ju.selline,"    ""ju._selline"" L0 P dem sg nom","    ""ju._selline"" L0 P invalid sg nom"
juba-teab-mitmendat,"    ""juba-tea+b-mitmes"" Lt P inter rel indef sg part","    ""juba-tea+b-mitmes"" Lt P invalid sg part"
juba.ma,"    ""juba._mina"" L0 P pers ps1 sg nom","    ""juba._mina"" L0 P invalid sg nom"
juga-ma,"    ""juga-mina"" L0 P pers ps1 sg nom","    ""juga-mina"" L0 P invalid sg nom"
juh-ti-mis,"    ""juh-ti-mis"" L0 P inter rel pl nom","    ""juh-ti-mis"" L0 P invalid pl nom"
juhan.sinu,"    ""juhan._sina"" L0 P pers ps2 sg gen","    ""juhan._sina"" L0 P invalid sg gen"
juhatu-ses,"    ""juha=tu-see"" Ls P dem sg in","    ""juha=tu-see"" Ls P invalid sg in"
juhendami-sel,"    ""juhendami-see"" Ll P dem sg ad","    ""juhendami-see"" Ll P invalid sg ad"
juhti-mis-,"    ""juhti-mis"" L0 P inter rel pl nom","    ""juhti-mis"" L0 P invalid pl nom"
juhtimi-sel,"    ""juhtimi-see"" Ll P dem sg ad","    ""juhtimi-see"" Ll P invalid sg ad"
juhtu-meid,"    ""juhtu-mina"" Ld P pers ps1 pl part","    ""juhtu-mina"" Ld P invalid pl part"
juhtub.sest,"    ""juhtub._see"" Lst P dem sg el","    ""juhtub._see"" Lst P invalid sg el"
juhtuda.need,"    ""juhtuda._see"" Ld P dem pl nom","    ""juhtuda._see"" Ld P invalid pl nom"
juhtuma.see,"    ""juhtuma._see"" L0 P dem sg nom","    ""juhtuma._see"" L0 P invalid sg nom"
juhtus.meie,"    ""juhtus._mina"" L0 P pers ps1 pl gen","    ""juhtus._mina"" L0 P invalid pl gen"
juhul.see,"    ""juhul._see"" L0 P dem sg nom","    ""juhul._see"" L0 P invalid sg nom"
juhus.seda,"    ""juhus._see"" Lda P dem sg part","    ""juhus._see"" Lda P invalid sg part"
julma.mõnede,"    ""julma._mõni"" Lde P indef pl gen","    ""julma._mõni"" Lde P invalid pl gen"
jumal-teab-kelle,"    ""jumal-tea+b-kes"" L0 P inter rel pl gen","    ""jumal-tea+b-kes"" L0 P invalid pl gen"
jumal-teab-kellega,"    ""jumal-tea+b-kes"" Lga P inter rel pl kom","    ""jumal-tea+b-kes"" Lga P invalid pl kom"
jumal-teab-mida,"    ""jumal-tea+b-mis"" Lda P inter rel pl part","    ""jumal-tea+b-mis"" Lda P invalid pl part"
jumal-teab-millega,"    ""jumal-tea+b-mis"" Lga P inter rel pl kom","    ""jumal-tea+b-mis"" Lga P invalid pl kom"
