token,token_is_pronoun,token.normal,token.normal_is_pronoun
sel-le-ga,False,sellega,True
sel-le-le,False,sellele,True
sel-le-le-gi,False,sellelegi,True
sel-le-ta,False,selleta,True
sel-lega,False,sellega,True
sel-leks,False,selleks,True
sel-lel,False,sellel,True
sel-lele,False,sellele,True
sel-lelegi,False,sellelegi,True
sel-leni,False,selleni,True
sel-les,False,selles,True
sel-lesse,False,sellesse,True
sel-lest-ki,False,sellestki,True
sel-lestki,False,sellestki,True
sel-li-ne,False,selline,True
sel-li-se,False,sellise,True
sel-li-se-le,False,sellisele,True
sel-li-sed,False,sellised,True
sel-li-seid,False,selliseid,True
sel-line,False,selline,True
sel-lis-te,False,selliste,True
sel-lis-te-le,False,sellistele,True
sel-lise,False,sellise,True
sel-lised,False,sellised,True
sel-liseid,False,selliseid,True
sel-lisele,False,sellisele,True
sel-lisesse,False,sellisesse,True
sel-listes,False,sellistes,True
sele-tas,True,seletas,False
selle-le,False,sellele,True
selli-ne,False,selline,True
selli-se,False,sellise,True
selli-sed,False,sellised,True
selli-seid,False,selliseid,True
sellis-tega,False,sellistega,True
sellis-tel,False,sellistel,True
sellis-tele,False,sellistele,True
sellise-na,False,sellisena,True
senis-te,True,seniste,False
ser-ti-fit-see-ri-mis-meh-ha-nis-me,True,sertifitseerimismehhanisme,False
serblas-te,True,serblaste,False
si-de-meid,True,sidemeid,False
si-du-sust,True,sidusust,False
si-ni-silm-selt,True,sinisilmselt,False
si-nu,False,sinu,True
si-su,True,sisu,False
si-su-li-selt,True,sisuliselt,False
sihtotstarbeli-selt,True,sihtotstarbeliselt,False
sil-ma,True,silma,False
sil-me,True,silme,False
sil-mis,True,silmis,False
silmarõõ-mu,True,silmarõõmu,False
sini-must-,True,sinimust,False
sinu-st,False,sinust,True
sis-se-saa-mi-seks,True,sissesaamiseks,False
sis-seas-tu-mi-sek-sa-meid,True,sisseastumiseksameid,False
sis-sepää-se-mi-sel,True,sissepääsemisel,False
sis-sesõidu-vii-sa,True,sissesõiduviisa,False
sisemu-ses,True,sisemuses,False
sisemu-sest,True,sisemusest,False
sisuli-selt,True,sisuliselt,False
solidaar-sus,True,solidaarsus,False
soo-dus-ta-mi-seks,True,soodustamiseks,False
soo-ri-ta-ma,True,sooritama,False
soo-vi-tu-ses,True,soovituses,False
soom-la-sel,True,soomlasel,False
sot-siaal-selt,True,sotsiaalselt,False
sot-siaal-sest,True,sotsiaalsest,False
sotsiaalminis-teeriu-mis,True,sotsiaalministeeriumis,False
spet-siaal-selt,True,spetsiaalselt,False
spetsiaal-selt,True,spetsiaalselt,False
st-ra-tee-gi-li-seks,True,strateegiliseks,False
st-ra-tee-gi-li-selt,True,strateegiliselt,False
st-ra-tee-gi-li-sest,True,strateegilisest,False
sta-biil-sus,True,stabiilsus,False
sti-pen-diu-me,True,stipendiume,False
su-hes-ta-me,True,suhestame,False
su-st,False,sust,True
suh-te-li-selt,True,suhteliselt,False
suht-le-ma,True,suhtlema,False
suhteli-selt,True,suhteliselt,False
suhtlemi-sel,True,suhtlemisel,False
suit-su,True,suitsu,False
sulg-i,False,sulgi,True
sum-ma,True,summa,False
sun-ni-vii-si-li-selt,True,sunniviisiliselt,False
sur-ma,True,surma,False
suu-da-me,True,suudame,False
suu-re-ma,True,suurema,False
suu-re-ne-ma,True,suurenema,False
suu-re-ne-mi-sest,True,suurenemisest,False
suu-ren-da-mi-seks,True,suurendamiseks,False
suu-ren-da-mi-sel,True,suurendamisel,False
suu-repä-ra-selt,True,suurepäraselt,False
suu-ri-ma,True,suurima,False
suu-ru-selt,True,suuruselt,False
suu-ru-sest,True,suurusest,False
suun-du-mus,True,suundumus,False
suurdraa-ma,True,suurdraama,False
suuru-seks,True,suuruseks,False
suuru-sest,True,suurusest,False
suusavettehüppevõistlu-sest,True,suusavettehüppevõistlusest,False
suut-lik-ku-ses,True,suutlikkuses,False
suut-ma,True,suutma,False
säi-li-mi-sest,True,säilimisest,False
sää-ra-ne,False,säärane,True
sää-rane,False,säärane,True
sää-ras-te,False,sääraste,True
sää-rase,False,säärase,True
sää-rast,False,säärast,True
säära-seid,False,sääraseid,True
sääst-li-ku-ma,True,säästlikuma,False
sõ-nad,True,sõnad,False
sõb-ran-nad,True,sõbrannad,False
sõidurõõ-mu,True,sõidurõõmu,False
sõit-mi-seks,True,sõitmiseks,False
sõit-mi-sel,True,sõitmisel,False
sõitmi-seks,True,sõitmiseks,False
sõitmi-sest,True,sõitmisest,False
sõl-me,True,sõlme,False
sõl-mida,True,sõlmida,False
sõl-mis,True,sõlmis,False
sõr-me,True,sõrme,False
sõr-mus,True,sõrmus,False
söötmi-seks,True,söötmiseks,False
sügavu-ses,True,sügavuses,False
sügi-sel,True,sügisel,False
sügi-sest,True,sügisest,False
sün-ni-tu-sel,True,sünnitusel,False
süstee-me,True,süsteeme,False
süüdla-seks,True,süüdlaseks,False
t-a,False,ta,True
ta-ga-ruu-mis,True,tagaruumis,False
ta-ga-si-ke-ri-mi-sel,True,tagasikerimisel,False
ta-ga-ti-sel,True,tagatisel,False
ta-gu-sest,True,tagusest,False
ta-kis-tu-seks,True,takistuseks,False
ta-lu-ni-kel,True,talunikel,False
ta-se-me,True,taseme,False
ta-su,True,tasu,False
ta-va-li-seks,True,tavaliseks,False
ta-va-li-selt,True,tavaliselt,False
ta-va-li-sest,True,tavalisest,False
ta-vapä-ra-selt,True,tavapäraselt,False
ta-vapä-ra-sest,True,tavapärasest,False
taan-la-sest,True,taanlasest,False
taasühi-ne-mi-sel,True,taasühinemisel,False
tabamu-sest,True,tabamusest,False
tag-i,False,tagi,True
tagastami-ses,True,tagastamises,False
tagu-sest,True,tagusest,False
takis-tas,True,takistas,False
tal-le,False,talle,True
tam-me,True,tamme,False
tan-ki-ma,True,tankima,False
tao-line,False,taoline,True
tao-lise,False,taolise,True
taot-le-ma,True,taotlema,False
taot-le-si-me,True,taotlesime,False
taotlemi-seks,True,taotlemiseks,False
tapmi-ses,True,tapmises,False
tar-bi-mi-sest,True,tarbimisest,False
tartlas-te,True,tartlaste,False
tasumi-sel,True,tasumisel,False
taus-tal,True,taustal,False
tavali-selt,True,tavaliselt,False
tavali-sest,True,tavalisest,False
te-da,False,teda,True
te-e-ma,True,teema,False
te-ge-le-ma,True,tegelema,False
te-ge-le-mi-seks,True,tegelemiseks,False
te-ge-lik-ku-ses,True,tegelikkuses,False
te-ge-ma,True,tegema,False
te-ge-mi-seks,True,tegemiseks,False
te-ge-mi-sel,True,tegemisel,False
te-ge-vu-seks,True,tegevuseks,False
te-ge-vu-sest,True,tegevusest,False
te-gi,False,tegi,True
te-gut-se-ma,True,tegutsema,False
te-ha-ses,True,tehases,False
te-ki-ta-mi-sel,True,tekitamisel,False
te-ki-tas,True,tekitas,False
te-ma-ga,False,temaga,True
te-ma-le,False,temale,True
te-ma-su-gu-se,False,temasuguse,True
te-maga,False,temaga,True
te-magi,False,temagi,True
te-mal,False,temal,True
te-male,False,temale,True
te-mas,False,temas,True
te-mas-se,False,temasse,True
te-mast,False,temast,True
tea-vi-ta-mi-sel,True,teavitamisel,False
tead-lik-ku-sest,True,teadlikkusest,False
teadlas-te,True,teadlaste,False
teadvu-ses,True,teadvuses,False
tee-ni-ma,True,teenima,False
tee-nin-dus-jaa-ma,True,teenindusjaama,False
tee-nis-tu-sest,True,teenistusest,False
teenu-seks,True,teenuseks,False
tege-ma,True,tegema,False
tegela-seks,True,tegelaseks,False
tegemi-sel,True,tegemisel,False
tegevteenistu-sest,True,tegevteenistusest,False
tegevu-sest,True,tegevusest,False
tegevusrõõ-mu,True,tegevusrõõmu,False
tehnili-selt,True,tehniliselt,False
tei-ne,False,teine,True
tei-ne-tei-se,False,teineteise,True
tei-ne-tei-se-le,False,teineteisele,True
tei-se,False,teise,True
tei-se-ga,False,teisega,True
tei-se-le,False,teisele,True
tei-sed,False,teised,True
tei-sega,False,teisega,True
tei-sele,False,teisele,True
tei-si,False,teisi,True
teineteise-ga,False,teineteisega,True
teis-ed,False,teised,True
teis-te,False,teiste,True
teis-te-ga,False,teistega,True
teis-te-le,False,teistele,True
teis-tega,False,teistega,True
teis-tel,False,teistel,True
teis-tele,False,teistele,True
teis-tes,False,teistes,True
teis-tes-se,False,teistesse,True
teis-tesse,False,teistesse,True
teis-test,False,teistest,True
teise-le,False,teisele,True
teist-ki,False,teistki,True
teist-su-gu-ne,False,teistsugune,True
teist-su-gu-sed,False,teistsugused,True
teiste-legi,False,teistelegi,True
teistsu-gune,False,teistsugune,True
teistsugu-sed,False,teistsugused,True
tek-ki-ma,True,tekkima,False
televäitlu-ses,True,televäitluses,False
televõistlu-sest,True,televõistlusest,False
tellimu-sel,True,tellimusel,False
tema-gi,False,temagi,True
teos-ta-mi-seks,True,teostamiseks,False
ter-ri-too-riu-mil,True,territooriumil,False
territooriu-mil,True,territooriumil,False
tervi-seks,True,terviseks,False
ti-he-dai-ma,True,tihedaima,False
ti-tu-lee-ri-ma,True,tituleerima,False
toe-ta-mi-seks,True,toetamiseks,False
toi-du-kau-ban-du-ses,True,toidukaubanduses,False
toi-duai-netöös-tu-ses,True,toiduainetööstuses,False
toi-duvalmistami-sel,True,toiduvalmistamisel,False
toi-mi-ma,True,toimima,False
tol-lele,False,tollele,True
tolla-ses,True,tollases,False
too-na-sest,True,toonasest,False
toot-mi-seks,True,tootmiseks,False
toot-mi-ses,True,tootmises,False
tram-mis,True,trammis,False
transatlantilis-te,True,transatlantiliste,False
troopili-sest,True,troopilisest,False
trotsimi-seks,True,trotsimiseks,False
tsük-kel,True,tsükkel,False
tu-dee-ri-mi-sest,True,tudeerimisest,False
tu-ge-vu-seks,True,tugevuseks,False
tu-le-ma,True,tulema,False
tu-le-mi-seks,True,tulemiseks,False
tu-le-mu-sel,True,tulemusel,False
tu-le-mus,True,tulemus,False
tu-lu-mak-su,True,tulumaksu,False
tu-me,True,tume,False
tu-me-da-ma,True,tumedama,False
tu-ris-mi-piir-kon-nad,True,turismipiirkonnad,False
tu-ris-mil,True,turismil,False
tub-li-du-sest,True,tublidusest,False
tugevdami-seks,True,tugevdamiseks,False
tulemu-seks,True,tulemuseks,False
tulemu-sest,True,tulemusest,False
tun-ni-ta-su,True,tunnitasu,False
tun-nis-ta-ma,True,tunnistama,False
tun-nis-tas,True,tunnistas,False
tur-va-li-sus,True,turvalisus,False
tur-va-li-sust,True,turvalisust,False
tut-vu-ma,True,tutvuma,False
tut-vu-sest,True,tutvusest,False
tutvumi-seks,True,tutvumiseks,False
tuu-ma,True,tuuma,False
tä-his-tas,True,tähistas,False
tä-na-seks,True,tänaseks,False
tä-na-sel,True,tänasel,False
täiend-koo-li-tu-ses,True,täiendkoolituses,False
täiendami-seks,True,täiendamiseks,False
täis-kas-va-nu-ha-ri-du-ses,True,täiskasvanuhariduses,False
täisrivistu-sest,True,täisrivistusest,False
täit-mi-seks,True,täitmiseks,False
täit-mi-sel,True,täitmisel,False
täp-seks,True,täpseks,False
täp-selt,True,täpselt,False
tõeli-selt,True,tõeliselt,False
tõeli-sus,True,tõelisus,False
tõelis-te,True,tõeliste,False
tõen-äo-li-selt,True,tõenäoliselt,False
tõenäoli-selt,True,tõenäoliselt,False
tõhustami-seks,True,tõhustamiseks,False
tõm-me,True,tõmme,False
tõo-tas,True,tõotas,False
tõrju-mi-seks,True,tõrjumiseks,False
tõsi-du-sest,True,tõsidusest,False
tö-öot-sa,True,tööotsa,False
töö-ko-ha-va-he-tu-sest,True,töökohavahetusest,False
töö-ku-sest,True,töökusest,False
töö-levõtmi-sel,True,töölevõtmisel,False
töö-sea-du-sand-lu-sest,True,tööseadusandlusest,False
töö-ta-mi-seks,True,töötamiseks,False
töö-te-ge-mi-seks,True,töötegemiseks,False
töö-tu-rusüstee-mis,True,tööturusüsteemis,False
töörüh-ma,True,töörühma,False
tööstusministeeriu-mis,True,tööstusministeeriumis,False
tööt-le-mi-sest,True,töötlemisest,False
töövõt-teid,True,töövõtteid,False
tühis-tas,True,tühistas,False
tütar-fir-ma,True,tütarfirma,False
tütar-lap-sest,True,tütarlapsest,False
ui-ta-mi-seks,True,uitamiseks,False
uk-sest,True,uksest,False
ula-tu-ses,True,ulatuses,False
um-bu-su,True,umbusu,False
umb-keel-sust,True,umbkeelsust,False
umb-seks,True,umbseks,False
unt-su,True,untsu,False
upitami-seks,True,upitamiseks,False
usi-nad,True,usinad,False
uurimi-seks,True,uurimiseks,False
uurimi-sest,True,uurimisest,False
va-bas-ta-mi-sel,True,vabastamisel,False
va-he-li-ses,True,vahelises,False
va-he-li-sest,True,vahelisest,False
va-he-ta-mi-sel,True,vahetamisel,False
va-hen-du-sel,True,vahendusel,False
va-hen-dus-fir-ma,True,vahendusfirma,False
va-hen-dus-ta-su,True,vahendustasu,False
va-ja-du-sel,True,vajadusel,False
va-ja-li-kel,True,vajalikel,False
va-ju-ta-ma,True,vajutama,False
va-li-ku-het-kel,True,valikuhetkel,False
va-li-ma,True,valima,False
va-li-mi-sel,True,valimisel,False
va-lit-ses,True,valitses,False
va-lit-sus,True,valitsus,False
va-luu-ta,True,valuuta,False
va-nad,True,vanad,False
va-nemad,True,vanemad,False
va-nu-sest,True,vanusest,False
va-re-meid,True,varemeid,False
vaa-gi-ma,True,vaagima,False
vaa-ta-ma,True,vaatama,False
vaa-tas,True,vaatas,False
vaatlejaterüh-ma,True,vaatlejaterühma,False
vaatu-ses,True,vaatuses,False
vabadusliikumi-sest,True,vabadusliikumisest,False
vabanemi-seks,True,vabanemiseks,False
vahendu-sel,True,vahendusel,False
vahevalit-sust,True,vahevalitsust,False
vahistami-sest,True,vahistamisest,False
vajadu-sel,True,vajadusel,False
vajadu-sest,True,vajadusest,False
val-mis,True,valmis,False
val-mis-ta-mi-seks,True,valmistamiseks,False
val-va-ma,True,valvama,False
valit-sus,True,valitsus,False
valit-susse,True,valitsusse,False
valitsu-sest,True,valitsusest,False
valmimi-seks,True,valmimiseks,False
vane-ma,True,vanema,False
vapus-tas,True,vapustas,False
var-ja-mi-seks,True,varjamiseks,False
vas-ta-sel,True,vastasel,False
vas-tas,True,vastas,False
vas-tu-pi-di-ses,True,vastupidises,False
ve-enda,True,veenda,False
ve-ni-ma,True,venima,False
veepuudu-sel,True,veepuudusel,False
ven-nad,True,vennad,False
verit-sus,True,veritsus,False
vest-lu-sel,True,vestlusel,False
vi-sa,True,visa,False
vih-ka-me,True,vihkame,False
vih-ka-mi-sest,True,vihkamisest,False
vii-sa-ku-sest,True,viisakusest,False
viievõistlu-ses,True,viievõistluses,False
viigisei-sult,True,viigiseisult,False
vim-ma,True,vimma,False
viskejulgu-sest,True,viskejulgusest,False
vokaalsu-sest,True,vokaalsusest,False
vor-me,True,vorme,False
vor-mis,True,vormis,False
vor-mis-ta-mi-sel,True,vormistamisel,False
vä-gi-vald-sus,True,vägivaldsus,False
vä-he-ne-ma,True,vähenema,False
vä-he-sel,True,vähesel,False
vä-he-sest,True,vähesest,False
vä-hen-da-mi-seks,True,vähendamiseks,False
vä-lis-fir-ma,True,välisfirma,False
väeük-sus,True,väeüksus,False
vähemusrahvu-seks,True,vähemusrahvuseks,False
väi-ke-ses,True,väikeses,False
väik-se-ma,True,väiksema,False
väl-ja-kut-seks,True,väljakutseks,False
väl-ja-vaa-teid,True,väljavaateid,False
väl-jas-tas,True,väljastas,False
väl-tas,True,vältas,False
väl-ti-mi-seks,True,vältimiseks,False
välimu-sest,True,välimusest,False
välis-tas,True,välistas,False
väljapää-su,True,väljapääsu,False
väljavahetami-sest,True,väljavahetamisest,False
väljavõt-teid,True,väljavõtteid,False
vältimi-seks,True,vältimiseks,False
vär-ba-mi-sest,True,värbamisest,False
väärili-selt,True,vääriliselt,False
väärtu-ses,True,väärtuses,False
väärtu-sest,True,väärtusest,False
võh-ma,True,võhma,False
võik-si-me,True,võiksime,False
võilei-va-te-ha-ses,True,võileivatehases,False
võima-lik-ku-sest,True,võimalikkusest,False
võimal-da-ma,True,võimaldama,False
võimeku-ses,True,võimekuses,False
võistlemi-sest,True,võistlemisest,False
võit-le-ma,True,võitlema,False
võit-le-mi-seks,True,võitlemiseks,False
võltsimi-sest,True,võltsimisest,False
võrd-seks,True,võrdseks,False
võrd-selt,True,võrdselt,False
võt-ma,True,võtma,False
võt-meid,True,võtmeid,False
võt-teid,True,võtteid,False
võõrsõ-nad,True,võõrsõnad,False
ÖÖ-KI-MA,True,ÖÖKIMA,False
Ü-ks,False,Üks,True
Ühek-sa,True,Üheksa,False
Üks-ki,False,Ükski,True
Üldi-selt,True,Üldiselt,False
Üldväsi-must,True,Üldväsimust,False
Üle-eelmi-sel,True,Üle-eelmisel,False
Üleriigili-selt,True,Üleriigiliselt,False
äkit-selt,True,äkitselt,False
äratami-seks,True,äratamiseks,False
äratundmisrõõ-mu,True,äratundmisrõõmu,False
äratundmisrõõ-mul,True,äratundmisrõõmul,False
äri-kor-ral-du-ses,True,ärikorralduses,False
äria-ja-mi-seks,True,äriajamiseks,False
äär-mi-selt,True,äärmiselt,False
õhu-mak-su,True,õhumaksu,False
õhuteenistu-sest,True,õhuteenistusest,False
õigla-selt,True,õiglaselt,False
õli-toot-mi-ses,True,õlitootmises,False
õpetussõ-nad,True,õpetussõnad,False
õppe-mak-su,True,õppemaksu,False
õppe-mak-sust,True,õppemaksust,False
õppea-su-tu-ses,True,õppeasutuses,False
õppep-rog-ram-me,True,õppeprogramme,False
õppi-mi-seks,True,õppimiseks,False
õppi-mi-sest,True,õppimisest,False
õppimi-seks,True,õppimiseks,False
õppu-sel,True,õppusel,False
õr-nad,True,õrnad,False
öko-loo-gi-li-seks,True,ökoloogiliseks,False
öko-loo-gi-li-selt,True,ökoloogiliselt,False
öko-loo-gi-li-sest,True,ökoloogilisest,False
öörüh-ma,True,öörühma,False
ü-h-e,False,ühe,True
ü-h-e-s,False,ühes,True
ü-k-s-k-i,False,ükski,True
ü-ks,False,üks,True
ü-te,True,üte,False
üh-te,False,ühte,True
üh-tegi,False,ühtegi,True
ühe-ga,False,ühega,True
ühe-gi,False,ühegi,True
ühe-le,False,ühele,True
ühe-le-gi,False,ühelegi,True
ühek-sa-aas-tast,True,üheksa-aastast,False
ühel-gi,False,ühelgi,True
ühes-ki,False,üheski,True
ühi-ne-ma,True,ühinema,False
ühi-ne-mi-sel,True,ühinemisel,False
ühi-ne-mi-sest,True,ühinemisest,False
ühi-se-la-mus,True,ühiselamus,False
ühi-sel,True,ühisel,False
ühi-selt,True,ühiselt,False
ühi-ses,True,ühises,False
ühi-sest,True,ühisest,False
ühis-te,True,ühiste,False
ühisgümnaasiu-mis,True,ühisgümnaasiumis,False
üht-ki,False,ühtki,True
üht-la-selt,True,ühtlaselt,False
ühte-gi,False,ühtegi,True
ük-sus,True,üksus,False
üks-ki,False,ükski,True
üks-tei-se-ga,False,üksteisega,True
üks-teisegi,False,üksteisegi,True
üks-üks-,True,üks-üks,False
üksikrüh-ma,True,üksikrühma,False
üksiolemi-sest,True,üksiolemisest,False
üksteisemõistmi-ses,True,üksteisemõistmises,False
ülal-pi-da-mi-sel,True,ülalpidamisel,False
üldharidu-sest,True,üldharidusest,False
üldi-selt,True,üldiselt,False
üldpõhimõt-teid,True,üldpõhimõtteid,False
üle-eel-mi-sel,True,üle-eelmisel,False
üleelusuuru-seks,True,üleelusuuruseks,False
ülehom-me,True,ülehomme,False
ülesharimi-sest,True,ülesharimisest,False
ülestõstmi-seks,True,ülestõstmiseks,False
ülesvõt-teid,True,ülesvõtteid,False
üli-kee-ru-li-seks,True,ülikeeruliseks,False
üli-mina,True,ülimina,False
üli-sood-sa,True,ülisoodsa,False
ümbru-ses,True,ümbruses,False
üritu-sest,True,üritusest,False
